time,velocity,altitude
137.27,1401.111,50.4
137.303,1401.944,50.5
137.337,1402.777,50.5
137.37,1403.888,50.5
137.403,1404.444,50.5
137.437,1405,50.6
137.47,1406.111,50.6
137.504,1406.944,50.6
137.537,1407.777,50.7
137.57,1408.888,50.7
137.604,1409.722,50.7
137.637,1410.277,50.8
137.67,1411.111,50.8
137.704,1412.5,50.8
137.737,1413.333,50.9
137.77,1414.166,50.9
137.804,1415.277,50.9
137.837,1416.111,51
137.871,1416.666,51
137.904,1418.055,51
137.937,1418.888,51.1
137.971,1419.722,51.1
138.004,1420.833,51.2
138.037,1421.666,51.2
138.071,1422.222,51.2
138.104,1423.611,51.3
138.137,1424.444,51.3
138.171,1425.277,51.3
138.204,1426.388,51.4
138.238,1426.944,51.4
138.271,1427.777,51.4
138.304,1428.888,51.5
138.338,1430,51.5
138.371,1430.833,51.5
138.404,1431.944,51.6
138.438,1432.777,51.6
138.471,1433.333,51.6
138.505,1434.722,51.7
138.538,1435.555,51.7
138.571,1436.388,51.7
138.605,1437.5,51.8
138.638,1438.333,51.8
138.671,1438.888,51.8
138.705,1440.277,51.9
138.738,1441.111,51.9
138.771,1441.944,51.9
138.805,1443.055,52
138.838,1443.888,52
138.872,1444.722,52
138.905,1445.833,52.1
138.938,1446.666,52.1
138.972,1447.5,52.1
139.005,1448.611,52.2
139.038,1449.444,52.2
139.072,1450.277,52.2
139.105,1450.833,52.3
139.138,1451.944,52.3
139.172,1452.777,52.3
139.205,1453.611,52.4
139.239,1454.722,52.4
139.272,1455.555,52.4
139.305,1456.388,52.5
139.339,1457.5,52.5
139.372,1458.333,52.5
139.405,1459.166,52.6
139.439,1460.277,52.6
139.472,1461.111,52.6
139.506,1461.944,52.7
139.539,1463.333,52.7
139.572,1464.166,52.8
139.606,1465,52.8
139.639,1466.388,52.8
139.672,1467.222,52.9
139.706,1468.055,52.9
139.739,1469.166,52.9
139.772,1470,53
139.806,1470.833,53
139.839,1471.944,53.1
139.873,1473.055,53.1
139.906,1473.611,53.1
139.939,1475,53.2
139.973,1475.833,53.2
140.006,1476.666,53.2
140.039,1477.777,53.3
140.073,1478.611,53.3
140.106,1479.444,53.3
140.139,1480.833,53.4
140.173,1481.666,53.4
140.206,1482.5,53.4
140.24,1483.611,53.5
140.273,1484.444,53.5
140.306,1485.277,53.5
140.34,1486.666,53.6
140.373,1487.5,53.6
140.406,1488.055,53.6
140.44,1489.444,53.7
140.473,1490.277,53.7
140.507,1491.111,53.8
140.54,1491.944,53.8
140.573,1493.055,53.8
140.607,1493.888,53.9
140.64,1494.722,53.9
140.673,1495.833,53.9
140.707,1496.944,54
140.74,1497.777,54
140.773,1498.888,54
140.807,1499.722,54.1
140.84,1500.555,54.1
140.874,1501.666,54.1
140.907,1502.5,54.2
140.94,1503.333,54.2
140.974,1504.444,54.3
141.007,1505.277,54.3
141.04,1506.111,54.3
141.074,1507.5,54.4
141.107,1508.333,54.4
141.14,1509.166,54.4
141.174,1510.555,54.5
141.207,1511.111,54.5
141.241,1511.944,54.5
141.274,1513.333,54.6
141.307,1513.888,54.6
141.341,1514.722,54.6
141.374,1515.833,54.7
141.407,1516.666,54.7
141.441,1517.5,54.7
141.474,1518.611,54.8
141.508,1519.444,54.8
141.541,1520.277,54.8
141.574,1521.666,54.9
141.608,1522.5,54.9
141.641,1523.055,54.9
141.674,1524.444,55
141.708,1525.555,55
141.741,1526.388,55.1
141.774,1527.5,55.1
141.808,1528.333,55.1
141.841,1529.166,55.2
141.875,1530.555,55.2
141.908,1531.388,55.2
141.941,1531.944,55.3
141.975,1533.333,55.3
142.008,1534.166,55.3
142.041,1535,55.4
142.075,1536.111,55.4
142.108,1536.944,55.5
142.141,1537.777,55.5
142.175,1538.888,55.5
142.208,1539.444,55.5
142.242,1540.277,55.6
142.275,1541.388,55.6
142.308,1542.222,55.7
142.342,1543.055,55.7
142.375,1543.888,55.7
142.408,1545.277,55.8
142.442,1546.111,55.8
142.475,1546.666,55.8
142.509,1548.055,55.9
142.542,1549.166,55.9
142.575,1550,55.9
142.609,1551.388,56
142.642,1552.222,56
142.675,1552.777,56
142.709,1554.166,56.1
142.742,1555,56.1
142.775,1555.833,56.1
142.809,1556.944,56.2
142.842,1557.777,56.2
142.876,1558.611,56.2
142.909,1560,56.3
142.942,1560.833,56.3
142.976,1561.944,56.4
143.009,1563.055,56.4
143.042,1563.888,56.4
143.076,1564.722,56.5
143.109,1566.111,56.5
143.142,1566.944,56.5
143.176,1567.5,56.6
143.209,1568.888,56.6
143.243,1569.722,56.7
143.276,1570.555,56.7
143.309,1571.944,56.7
143.343,1572.777,56.8
143.376,1573.611,56.8
143.409,1575,56.9
143.443,1575.833,56.9
143.476,1576.666,56.9
143.51,1578.055,57
143.543,1578.888,57
143.576,1579.722,57
143.61,1580.555,57.1
143.643,1581.944,57.1
143.676,1582.777,57.1
143.71,1583.333,57.2
143.743,1584.722,57.2
143.776,1585.555,57.3
143.81,1586.388,57.3
143.843,1587.777,57.3
143.877,1588.611,57.4
143.91,1589.444,57.4
143.943,1590.833,57.4
143.977,1591.666,57.5
144.01,1592.222,57.5
144.043,1593.611,57.6
144.077,1594.166,57.6
144.11,1595,57.6
144.143,1596.111,57.7
144.177,1596.944,57.7
144.21,1597.777,57.7
144.244,1599.166,57.8
144.277,1600,57.8
144.31,1600.833,57.8
144.344,1601.944,57.9
144.377,1602.777,57.9
144.41,1603.611,58
144.444,1605,58
144.477,1605.833,58
144.511,1606.666,58.1
144.544,1607.777,58.1
144.577,1608.611,58.2
144.611,1609.444,58.2
144.644,1610.555,58.2
144.677,1611.111,58.3
144.711,1611.944,58.3
144.744,1613.055,58.3
144.777,1613.888,58.4
144.811,1614.722,58.4
144.844,1615.833,58.5
144.878,1616.666,58.5
144.911,1617.5,58.5
144.944,1618.611,58.6
144.978,1619.444,58.6
145.011,1620.277,58.6
145.044,1621.111,58.7
145.078,1622.222,58.7
145.111,1622.777,58.7
145.144,1623.611,58.8
145.178,1624.722,58.8
145.211,1625.555,58.9
145.245,1626.111,58.9
145.278,1627.5,58.9
145.311,1628.055,59
145.345,1628.888,59
145.378,1630,59.1
145.411,1630.833,59.1
145.445,1631.388,59.1
145.478,1632.5,59.2
145.512,1633.333,59.2
145.545,1634.166,59.2
145.578,1635.277,59.3
145.612,1636.111,59.3
145.645,1636.666,59.3
145.678,1637.777,59.4
145.712,1638.611,59.4
145.745,1639.444,59.5
145.778,1640.555,59.5
145.812,1641.111,59.5
145.845,1641.944,59.6
145.879,1642.777,59.6
145.912,1643.333,59.7
145.945,1644.166,59.7
145.979,1645,59.7
146.012,1645.555,59.8
146.045,1646.111,59.8
146.079,1646.944,59.9
146.112,1647.5,59.9
146.145,1648.055,59.9
146.179,1648.888,60
146.212,1649.166,60
146.246,1649.722,60
146.279,1650.277,60.1
146.312,1650.833,60.1
146.346,1651.111,60.2
146.379,1651.666,60.2
146.412,1651.944,60.2
146.446,1652.222,60.3
146.479,1652.777,60.3
146.513,1653.055,60.4
146.546,1653.333,60.4
146.579,1653.611,60.4
146.613,1653.888,60.5
146.646,1654.166,60.5
146.679,1654.166,60.5
146.713,1654.444,60.6
146.746,1654.722,60.6
146.779,1654.722,60.7
146.813,1655,60.7
146.846,1655,60.7
146.88,1655.277,60.8
146.913,1655.277,60.8
146.946,1655.277,60.8
146.98,1655.277,60.9
147.013,1655.555,60.9
147.046,1655.555,60.9
147.08,1655.555,61
147.113,1655.555,61
147.146,1655.555,61.1
147.18,1655.555,61.1
147.213,1655.555,61.1
147.247,1655.277,61.2
147.28,1655.277,61.2
147.313,1655.277,61.3
147.347,1655.277,61.3
147.38,1655.277,61.3
147.413,1655,61.4
147.447,1655,61.4
147.48,1654.722,61.4
147.514,1654.722,61.5
147.547,1654.444,61.5
147.58,1654.444,61.6
147.614,1654.166,61.6
147.647,1654.166,61.6
147.68,1654.166,61.7
147.714,1653.888,61.7
147.747,1653.888,61.8
147.78,1653.611,61.8
147.814,1653.333,61.8
147.847,1653.333,61.9
147.881,1653.333,61.9
147.914,1653.055,61.9
147.947,1652.777,62
147.981,1652.777,62
148.014,1652.5,62
148.047,1652.222,62.1
148.081,1652.222,62.1
148.114,1651.944,62.1
148.147,1651.944,62.2
148.181,1651.666,62.2
148.214,1651.388,62.3
148.248,1651.388,62.3
148.281,1651.111,62.3
148.314,1651.111,62.4
148.348,1650.833,62.4
148.381,1650.833,62.4
148.414,1650.555,62.4
148.448,1650.277,62.5
148.481,1650.277,62.5
148.515,1650,62.6
148.548,1649.722,62.6
148.581,1649.444,62.6
148.615,1649.444,62.7
148.648,1649.166,62.7
148.681,1648.888,62.8
148.715,1648.611,62.8
148.748,1648.333,62.9
148.781,1648.333,62.9
148.815,1648.055,62.9
148.848,1647.777,63
148.882,1647.777,63
148.915,1647.5,63
148.948,1647.222,63.1
148.982,1646.944,63.1
149.015,1646.944,63.1
149.048,1646.666,63.2
149.082,1646.388,63.2
149.115,1646.111,63.2
149.148,1645.833,63.3
149.182,1645.833,63.3
149.215,1645.555,63.3
149.249,1645.277,63.4
149.282,1645,63.4
149.315,1644.722,63.5
149.349,1644.444,63.5
149.382,1644.166,63.5
149.415,1643.888,63.6
149.449,1643.611,63.6
149.482,1643.333,63.6
149.516,1643.055,63.7
149.549,1642.777,63.7
149.582,1642.5,63.8
149.616,1642.222,63.8
149.649,1641.944,63.8
149.682,1641.666,63.9
149.716,1641.388,63.9
149.749,1641.111,63.9
149.782,1640.833,64
149.816,1640.555,64
149.849,1640.277,64.099
149.883,1640,64.099
149.916,1639.722,64.099
149.949,1639.444,64.2
149.983,1639.166,64.2
150.016,1638.888,64.3
150.049,1638.888,64.3
150.083,1638.333,64.3
150.116,1638.055,64.4
150.149,1637.777,64.4
150.183,1637.5,64.5
150.216,1637.222,64.5
150.25,1637.222,64.5
150.283,1636.666,64.599
150.316,1636.666,64.599
150.35,1636.388,64.599
150.383,1636.111,64.7
150.416,1635.833,64.7
150.45,1635.555,64.8
150.483,1635.277,64.8
150.517,1635,64.8
150.55,1634.722,64.9
150.583,1634.444,64.9
150.617,1634.444,65
150.65,1634.166,65
150.683,1633.888,65
150.717,1633.611,65.099
150.75,1633.611,65.099
150.783,1633.333,65.099
150.817,1633.055,65.2
150.85,1632.777,65.2
150.884,1632.5,65.2
150.917,1632.5,65.3
150.95,1632.222,65.3
150.984,1631.944,65.4
151.05,1631.666,65.4
151.15,1630.833,65.5
151.251,1630.277,65.6
151.317,1629.722,65.7
151.451,1628.888,65.9
151.518,1628.611,65.9
151.551,1628.333,66
151.584,1628.333,66
151.618,1628.055,66
151.651,1627.777,66
151.751,1627.222,66.2
151.784,1626.944,66.2
151.818,1626.666,66.2
151.885,1626.388,66.3
151.918,1626.111,66.4
151.951,1625.833,66.4
152.018,1625.277,66.5
152.051,1625,66.5
152.085,1625,66.5
152.151,1624.444,66.6
152.185,1624.166,66.6
152.218,1624.166,66.7
152.252,1623.888,66.7
152.285,1623.611,66.7
152.318,1623.333,66.8
152.352,1623.055,66.8
152.385,1623.055,66.9
152.452,1622.5,66.9
152.485,1622.222,67
152.519,1622.222,67
152.619,1621.388,67.1
152.685,1621.111,67.2
152.719,1620.833,67.2
152.752,1620.555,67.3
152.819,1620.277,67.3
152.852,1619.722,67.4
152.886,1619.722,67.4
152.919,1619.444,67.5
152.986,1618.888,67.5
153.019,1618.888,67.6
153.052,1618.611,67.6
153.086,1618.333,67.7
153.119,1618.055,67.7
153.152,1617.777,67.7
153.186,1617.5,67.8
153.219,1617.5,67.8
153.253,1616.944,67.9
153.286,1616.944,67.9
153.319,1616.666,67.9
153.353,1616.388,68
153.386,1616.111,68
153.419,1616.111,68
153.453,1615.833,68.1
153.486,1615.555,68.1
153.52,1615.277,68.1
153.553,1615.277,68.2
153.586,1615,68.2
153.653,1614.444,68.3
153.686,1614.166,68.3
153.72,1614.166,68.4
153.753,1613.888,68.4
153.786,1613.611,68.4
153.82,1613.611,68.5
153.887,1613.055,68.5
153.92,1612.777,68.6
153.953,1612.777,68.6
153.987,1612.5,68.6
154.02,1612.222,68.7
154.053,1612.222,68.7
154.087,1611.944,68.7
154.12,1611.666,68.8
154.153,1611.388,68.8
154.187,1611.111,68.9
154.22,1611.111,68.9
154.287,1610.555,69
154.42,1609.722,69.1
154.454,1609.722,69.1
154.487,1609.444,69.2
154.521,1609.166,69.2
154.554,1608.888,69.2
154.587,1608.611,69.3
154.621,1608.611,69.3
154.654,1608.333,69.3
154.687,1608.055,69.4
154.721,1607.777,69.4
154.754,1607.777,69.4
154.787,1607.5,69.5
154.854,1606.944,69.5
154.921,1606.666,69.6
154.954,1606.388,69.6
154.988,1606.111,69.7
155.021,1605.833,69.7
155.054,1605.833,69.8
155.088,1605.555,69.8
155.121,1605.277,69.8
155.154,1605.277,69.9
155.188,1605,69.9
155.221,1604.722,69.9
155.255,1604.444,70
155.321,1604.166,70
155.355,1603.888,70.1
155.388,1603.611,70.1
155.421,1603.333,70.1
155.455,1603.333,70.2
155.488,1603.055,70.2
155.522,1602.777,70.2
155.588,1602.222,70.3
155.622,1601.944,70.3
155.655,1601.944,70.4
155.688,1601.666,70.4
155.722,1601.388,70.4
155.755,1601.111,70.5
155.788,1601.111,70.5
155.822,1600.555,70.6
155.855,1600.555,70.6
155.889,1600.277,70.6
155.922,1600,70.7
155.989,1599.444,70.7
156.055,1599.166,70.8
156.089,1598.888,70.8
156.122,1598.611,70.9
156.155,1598.333,70.9
156.189,1598.333,71
156.222,1598.055,71
156.256,1597.777,71
156.289,1597.5,71.1
156.322,1597.222,71.1
156.356,1596.944,71.1
156.389,1596.944,71.2
156.456,1596.388,71.2
156.489,1596.111,71.3
156.523,1595.833,71.3
156.556,1595.555,71.4
156.589,1595.555,71.4
156.623,1595.277,71.4
156.656,1595,71.5
156.689,1594.722,71.5
156.723,1594.722,71.5
156.756,1594.444,71.6
156.789,1594.166,71.6
156.856,1593.611,71.7
156.89,1593.333,71.7
156.923,1593.055,71.7
156.99,1592.777,71.8
157.023,1592.5,71.8
157.056,1592.222,71.9
157.09,1591.944,71.9
157.123,1591.944,71.9
157.156,1591.388,72
157.19,1591.388,72
157.223,1591.111,72
157.257,1590.833,72.1
157.29,1590.555,72.1
157.323,1590.277,72.1
157.357,1590,72.2
157.39,1589.722,72.2
157.423,1589.444,72.2
157.457,1589.166,72.3
157.524,1588.611,72.4
157.59,1588.055,72.4
157.624,1587.777,72.5
157.657,1587.5,72.5
157.69,1587.222,72.5
157.757,1586.666,72.6
157.79,1586.388,72.7
157.824,1586.111,72.7
157.857,1586.111,72.7
157.891,1585.833,72.8
157.957,1585.277,72.8
157.991,1585,72.9
158.024,1584.722,72.9
158.057,1584.444,72.9
158.091,1584.166,73
158.124,1583.888,73
158.157,1583.611,73
158.191,1583.333,73.1
158.224,1583.055,73.1
158.291,1582.5,73.2
158.324,1582.5,73.2
158.358,1582.222,73.2
158.391,1581.944,73.3
158.424,1581.666,73.3
158.458,1581.388,73.3
158.491,1581.111,73.4
158.525,1580.833,73.4
158.558,1580.555,73.4
158.591,1580.277,73.5
158.658,1580,73.5
158.691,1579.444,73.6
158.725,1579.444,73.6
158.758,1579.166,73.6
158.791,1578.888,73.7
158.825,1578.611,73.7
158.858,1578.333,73.7
158.892,1578.055,73.8
158.925,1577.777,73.8
159.025,1576.944,73.9
159.058,1576.666,73.9
159.092,1576.666,74
159.125,1576.111,74
159.158,1576.111,74.1
159.192,1575.833,74.1
159.225,1575.555,74.1
159.259,1575.277,74.2
159.292,1575,74.2
159.325,1574.722,74.2
159.359,1574.444,74.3
159.392,1574.166,74.3
159.425,1573.888,74.3
159.459,1573.611,74.4
159.492,1573.333,74.4
159.526,1573.055,74.4
159.559,1572.777,74.5
159.592,1572.777,74.5
159.626,1572.222,74.5
159.659,1572.222,74.6
159.692,1571.944,74.6
159.759,1571.388,74.7
159.792,1571.111,74.7
159.826,1570.833,74.7
159.859,1570.833,74.8
159.893,1570.555,74.8
159.926,1570.277,74.8
159.959,1570,74.9
159.993,1569.722,74.9
160.026,1569.444,74.9
160.059,1569.166,75
160.093,1568.888,75
160.126,1568.611,75
160.159,1568.333,75.1
160.193,1568.333,75.1
160.226,1567.777,75.1
160.26,1567.777,75.2
160.293,1567.5,75.2
160.326,1567.222,75.2
160.36,1566.944,75.3
160.393,1566.944,75.3
160.426,1566.666,75.3
160.46,1566.388,75.4
160.493,1566.111,75.4
160.527,1565.833,75.4
160.56,1565.555,75.5
160.593,1565.555,75.5
160.627,1565.277,75.5
160.66,1565,75.6
160.693,1564.722,75.6
160.727,1564.444,75.6
160.76,1564.166,75.7
160.793,1564.166,75.7
160.827,1563.888,75.7
160.86,1563.611,75.7
160.894,1563.333,75.8
160.927,1563.055,75.8
160.96,1562.777,75.9
160.994,1562.777,75.9
161.027,1562.5,75.9
161.06,1562.222,76
161.094,1561.944,76
161.127,1561.666,76
161.16,1561.388,76.1
161.194,1561.111,76.1
161.227,1560.833,76.1
161.261,1560.555,76.2
161.294,1560.555,76.2
161.327,1560.277,76.2
161.394,1559.722,76.3
161.427,1559.722,76.3
161.461,1559.166,76.4
161.494,1559.166,76.4
161.528,1558.888,76.4
161.561,1558.611,76.5
161.594,1558.333,76.5
161.628,1558.055,76.5
161.694,1557.777,76.6
161.728,1557.5,76.6
161.794,1556.944,76.7
161.828,1556.944,76.7
161.861,1556.666,76.8
161.895,1556.388,76.8
161.928,1556.111,76.9
161.995,1555.555,76.9
162.028,1555.555,77
162.061,1555.277,77
162.128,1554.722,77.1
162.161,1554.722,77.1
162.195,1554.444,77.1
162.228,1554.166,77.2
162.262,1553.888,77.2
162.295,1553.611,77.2
162.328,1553.611,77.3
162.362,1553.333,77.3
162.395,1553.055,77.3
162.428,1552.777,77.4
162.462,1552.777,77.4
162.562,1551.944,77.5
162.595,1551.666,77.5
162.629,1551.666,77.6
162.662,1551.388,77.6
162.695,1551.111,77.6
162.762,1550.833,77.7
162.795,1550.555,77.7
162.829,1550.277,77.8
162.862,1550,77.8
162.896,1549.722,77.8
162.929,1549.722,77.9
162.996,1549.166,77.9
163.029,1548.888,78
163.062,1548.888,78
163.096,1548.611,78
163.129,1548.333,78.1
163.162,1548.055,78.1
163.196,1548.055,78.1
163.229,1547.777,78.2
163.263,1547.5,78.2
163.296,1547.222,78.2
163.329,1546.944,78.3
163.363,1546.666,78.3
163.396,1546.666,78.3
163.429,1546.388,78.4
163.463,1546.111,78.4
163.496,1545.833,78.4
163.53,1545.555,78.5
163.563,1545.277,78.5
163.596,1545,78.5
163.63,1544.722,78.6
163.663,1544.444,78.6
163.696,1544.444,78.6
163.73,1544.166,78.7
163.796,1543.611,78.7
163.83,1543.333,78.8
163.863,1543.055,78.8
163.897,1543.055,78.8
163.93,1542.5,78.8
163.963,1542.5,78.9
163.997,1542.222,78.9
164.063,1541.666,79
164.097,1541.388,79
164.13,1541.111,79
164.163,1540.833,79.1
164.197,1540.555,79.1
164.23,1540.277,79.1
164.264,1540,79.2
164.297,1540,79.2
164.33,1539.444,79.2
164.364,1539.444,79.3
164.397,1539.166,79.3
164.43,1538.888,79.3
164.497,1538.333,79.4
164.531,1538.055,79.4
164.564,1537.777,79.5
164.597,1537.5,79.5
164.631,1537.222,79.5
164.664,1536.944,79.6
164.697,1536.666,79.6
164.731,1536.388,79.6
164.764,1536.111,79.7
164.797,1535.833,79.7
164.831,1535.555,79.7
164.864,1535.277,79.8
164.898,1535,79.8
164.931,1534.722,79.8
164.964,1534.444,79.9
164.998,1534.166,79.9
165.031,1533.888,79.9
165.064,1533.611,79.9
165.098,1533.333,80
165.131,1533.055,80
165.164,1532.777,80
165.198,1532.5,80.1
165.231,1532.222,80.1
165.265,1531.944,80.1
165.298,1531.666,80.2
165.331,1531.388,80.2
165.365,1531.111,80.2
165.398,1530.833,80.3
165.431,1530.555,80.3
165.465,1530,80.3
165.498,1529.722,80.4
165.532,1529.444,80.4
165.565,1528.888,80.4
165.632,1528.333,80.5
165.665,1528.055,80.5
165.698,1527.777,80.6
165.765,1526.944,80.6
165.798,1526.666,80.7
165.832,1526.388,80.7
165.865,1526.111,80.7
165.899,1525.555,80.8
165.932,1525.277,80.8
165.965,1525,80.9
165.999,1524.722,80.9
166.032,1524.444,80.9
166.065,1523.888,80.9
166.099,1523.611,81
166.132,1523.333,81
166.165,1523.055,81
166.199,1522.5,81.1
166.232,1522.222,81.1
166.266,1522.222,81.1
166.299,1521.666,81.2
166.332,1521.388,81.2
166.366,1521.111,81.2
166.399,1520.555,81.3
166.432,1520.277,81.3
166.466,1520.277,81.3
166.499,1519.722,81.4
166.533,1519.444,81.4
166.566,1519.166,81.4
166.599,1518.611,81.5
166.633,1518.333,81.5
166.666,1518.055,81.5
166.699,1517.777,81.6
166.733,1517.5,81.6
166.766,1517.222,81.6
166.799,1516.666,81.6
166.833,1516.388,81.7
166.9,1515.555,81.7
166.933,1515.277,81.8
166.966,1515,81.8
167,1514.444,81.8
167.033,1514.166,81.9
167.066,1513.888,81.9
167.1,1513.611,81.9
167.133,1513.333,81.9
167.166,1513.055,82
167.2,1512.5,82
167.233,1512.222,82
167.267,1511.944,82.1
167.3,1511.666,82.1
167.333,1511.111,82.1
167.367,1510.833,82.2
167.6,1508.333,82.4
167.634,1507.777,82.4
167.8,1505.555,82.6
167.834,1505,82.6
167.867,1504.444,82.6
167.901,1504.166,82.6
167.967,1503.055,82.7
168.001,1502.5,82.7
168.067,1501.388,82.8
168.134,1500,82.9
168.167,1499.444,82.9
168.201,1498.888,82.9
168.234,1498.333,83
168.268,1497.777,83
168.301,1497.222,83
168.334,1496.388,83.1
168.368,1495.833,83.1
168.401,1495.555,83.1
168.434,1494.444,83.2
168.468,1493.888,83.2
168.535,1492.222,83.3
168.568,1491.388,83.3
168.601,1490.833,83.3
168.635,1490,83.4
168.668,1489.444,83.4
168.701,1488.888,83.4
168.735,1487.777,83.5
168.768,1486.944,83.5
168.801,1486.388,83.5
168.835,1485.277,83.6
168.868,1484.444,83.6
168.902,1483.888,83.6
168.968,1481.944,83.7
169.002,1481.111,83.7
169.035,1480.555,83.7
169.102,1478.611,83.8
169.135,1478.055,83.8
169.168,1476.944,83.9
169.202,1476.111,83.9
169.235,1475.555,83.9
169.302,1473.611,84
169.335,1472.777,84
169.369,1471.666,84.1
169.402,1471.111,84.1
169.435,1470.277,84.1
169.469,1469.166,84.2
169.502,1468.611,84.2
169.536,1467.777,84.2
169.569,1466.666,84.3
169.602,1465.833,84.3
169.636,1465,84.3
169.669,1463.888,84.3
169.702,1463.055,84.4
169.736,1462.5,84.4
169.769,1461.388,84.4
169.802,1460.555,84.5
169.836,1460,84.5
169.869,1458.611,84.5
169.903,1458.055,84.6
169.936,1457.222,84.6
169.969,1456.111,84.6
170.003,1455.277,84.6
170.036,1454.722,84.7
170.069,1453.333,84.7
170.103,1452.5,84.8
170.136,1451.388,84.8
170.169,1450.277,84.8
170.203,1449.444,84.9
170.236,1448.888,84.9
170.27,1447.5,84.9
170.303,1446.944,84.9
170.336,1446.111,85
170.37,1445,85
170.403,1444.166,85
170.436,1443.611,85.1
170.47,1442.222,85.1
170.503,1441.666,85.1
170.537,1440.833,85.2
170.57,1440,85.2
170.603,1438.888,85.2
170.637,1438.055,85.2
170.67,1437.5,85.3
170.703,1436.111,85.3
170.737,1435.277,85.3
170.77,1434.444,85.4
170.803,1433.333,85.4
170.837,1432.5,85.4
170.87,1431.666,85.5
170.904,1430.555,85.5
170.937,1429.722,85.5
170.97,1428.888,85.6
171.004,1427.777,85.6
171.037,1426.944,85.6
171.07,1426.388,85.6
171.104,1425,85.7
171.137,1424.166,85.7
171.17,1423.333,85.7
171.204,1422.222,85.8
171.237,1421.388,85.8
171.271,1420.833,85.8
171.304,1419.722,85.9
171.337,1419.166,85.9
171.371,1418.611,85.9
171.404,1417.777,85.9
171.437,1417.222,85.9
171.471,1416.666,86
171.504,1415.555,86
171.538,1414.444,86
171.571,1413.611,86.1
171.604,1412.5,86.1
171.638,1411.666,86.1
171.671,1410.833,86.2
171.704,1409.444,86.2
171.738,1408.611,86.2
171.771,1407.777,86.3
171.804,1406.388,86.3
171.838,1405.555,86.3
171.905,1403.333,86.4
171.938,1402.222,86.4
171.971,1401.388,86.5
172.005,1400.555,86.5
172.038,1399.444,86.5
172.071,1398.611,86.5
172.105,1398.055,86.6
172.138,1396.666,86.6
172.171,1395.833,86.6
172.205,1395,86.7
172.238,1393.611,86.7
172.272,1392.777,86.7
172.338,1390.833,86.8
172.372,1390,86.8
172.405,1389.166,86.9
172.438,1387.777,86.9
172.472,1387.222,86.9
172.505,1386.388,86.9
172.539,1385.277,87
172.572,1384.444,87
172.605,1383.611,87
172.639,1382.5,87.1
172.672,1381.666,87.1
172.705,1380.833,87.1
172.739,1379.444,87.2
172.772,1378.611,87.2
172.805,1377.777,87.2
172.839,1376.388,87.3
172.872,1375.555,87.3
172.906,1374.722,87.3
172.939,1373.611,87.3
172.972,1372.777,87.4
173.006,1371.944,87.4
173.039,1370.833,87.4
173.072,1370,87.5
173.106,1369.166,87.5
173.139,1368.055,87.5
173.172,1367.222,87.5
173.206,1366.666,87.6
173.239,1365.833,87.6
173.273,1364.722,87.6
173.306,1364.166,87.6
173.339,1363.333,87.7
173.373,1362.222,87.7
173.406,1361.388,87.7
173.439,1360.555,87.8
173.473,1359.166,87.8
173.506,1358.611,87.8
173.54,1357.777,87.8
173.573,1356.388,87.9
173.606,1355.555,87.9
173.64,1354.722,87.9
173.706,1352.777,88
173.74,1351.944,88
173.773,1350.555,88.1
173.806,1349.722,88.1
173.84,1348.888,88.1
173.873,1347.777,88.2
173.907,1346.944,88.2
173.94,1346.111,88.2
173.973,1345,88.2
174.007,1344.166,88.3
174.04,1343.333,88.3
174.073,1341.944,88.3
174.107,1340.833,88.4
174.14,1340,88.4
174.173,1338.611,88.4
174.207,1337.777,88.5
174.24,1337.222,88.5
174.274,1335.833,88.5
174.307,1335,88.5
174.374,1333.055,88.6
174.407,1332.222,88.6
174.44,1331.388,88.7
174.474,1330.555,88.7
174.507,1329.722,88.7
174.541,1329.166,88.7
174.574,1327.777,88.8
174.607,1326.944,88.8
174.641,1326.111,88.8
174.674,1324.722,88.9
174.707,1323.888,88.9
174.774,1321.944,88.9
174.807,1320.833,89
174.841,1320.277,89
174.874,1319.722,89
174.908,1318.333,89.1
174.941,1317.5,89.1
174.974,1316.666,89.1
175.008,1315.277,89.1
175.041,1314.722,89.2
175.074,1313.888,89.2
175.108,1312.5,89.2
175.141,1311.666,89.3
175.174,1310.833,89.3
175.208,1309.444,89.3
175.241,1308.611,89.4
175.275,1308.055,89.4
175.308,1306.666,89.4
175.341,1305.833,89.4
175.375,1304.722,89.5
175.408,1303.611,89.5
175.441,1302.777,89.5
175.475,1301.944,89.6
175.508,1300.555,89.6
175.542,1299.722,89.6
175.575,1298.888,89.6
175.608,1297.5,89.7
175.642,1296.944,89.7
175.675,1296.111,89.7
175.708,1294.722,89.8
175.775,1292.777,89.8
175.808,1291.666,89.9
175.842,1290.833,89.9
175.875,1290,89.9
175.909,1288.611,89.9
175.942,1287.777,90
175.975,1286.944,90
176.009,1285.555,90
176.042,1284.722,90
176.075,1283.888,90.1
176.109,1282.777,90.1
176.142,1281.666,90.1
176.175,1280.833,90.2
176.209,1279.444,90.2
176.242,1278.611,90.2
176.276,1277.777,90.2
176.309,1276.388,90.3
176.342,1275.555,90.3
176.409,1273.611,90.4
176.442,1272.222,90.4
176.476,1271.666,90.4
176.509,1270.833,90.4
176.543,1269.444,90.5
176.576,1268.611,90.5
176.609,1267.5,90.5
176.676,1265.277,90.6
176.709,1264.166,90.6
176.743,1262.777,90.6
176.809,1260.833,90.7
176.843,1259.444,90.7
176.876,1258.611,90.8
